text,translation,Category
RT @AARairport: Are you one of our many many frequent #London flyers? Great news that flights between #Aarhus and @Gatwick_Airport by @easy…,RT @AARairport: Are you one of our many many frequent #London flyers? Great news that flights between #Aarhus and @Gatwick_Airport by @easy…,in-flight experience
RT @ameyaw112: Thank you @SingaporeAir for showing me around your Airbus A380  / First Class Suite . I enjoyed the experience 😁 i will sure…,RT @ameyaw112: Thank you @SingaporeAir for showing me around your Airbus A380  / First Class Suite . I enjoyed the experience 😁 i will sure…,in-flight experience
Remind me the next time I fly too never fly with @British_Airways. Slowest. Airline. Ever. My flight leaves in 10mi… https://t.co/Lerdw7bqpx,Remind me the next time I fly too never fly with @British_Airways. Slowest. Airline. Ever. My flight leaves in 10mi… https://t.co/Lerdw7bqpx,in-flight experience
"Ryanair Boeing 737NG 8AS/W (EI-DHG, #4CA263) as flight #RYR77ZM at 38000 ft heading north west bound OTT south west of #RyanHQ","Ryanair Boeing 737NG 8AS/W (EI-DHG, #4CA263) as flight #RYR77ZM at 38000 ft heading north west bound OTT south west of #RyanHQ",in-flight experience
RT @KLM: De KLM World Business Class is nóg verleidelijker met vroegboekvoordeel. Vlieg je mee? ✈️,RT @KLM: The KLM World Business Class is even more tempting with an early booking discount. Are you flying along? ✈️,booking problems
So @AmericanAir just kicks you off non-cancelled flights you booked months ago with friends then can’t get you ther… https://t.co/Et5G1zkElG,So @AmericanAir just kicks you off non-cancelled flights you booked months ago with friends then can’t get you ther… https://t.co/Et5G1zkElG,flight delays and cancellations
@manairport So after a cancelled flight...... no support from @easyJet..... passengers are also not entitled to any… https://t.co/ESrYEKxZ77,@manairport So after a cancelled flight...... no support from @easyJet..... passengers are also not entitled to any… https://t.co/ESrYEKxZ77,flight delays and cancellations
#KLM planning to add Bengaluru - Amsterdam flights 3X weekly : https://t.co/obGmLl74M2 by Karan https://t.co/7MppAepYsJ,#KLM planning to add Bengaluru - Amsterdam flights 3X weekly : https://t.co/obGmLl74M2 by Karan https://t.co/7MppAepYsJ,in-flight experience
"RT @MissyClarke: @Ryanair strikes again.  I've been trying to book flights all morning via your app, which isn't the easiest to use.  It ke…","RT @MissyClarke: @Ryanair strikes again.  I've been trying to book flights all morning via your app, which isn't the easiest to use.  It ke…",booking problems
RT @LiveFromALounge: #KLM planning to add Bengaluru - Amsterdam flights 3X weekly : https://t.co/obGmLl74M2 by Karan https://t.co/7MppAepYsJ,RT @LiveFromALounge: #KLM planning to add Bengaluru - Amsterdam flights 3X weekly : https://t.co/obGmLl74M2 by Karan https://t.co/7MppAepYsJ,in-flight experience
@British_Airways hi I’m trying to add Avios to my mums account for flights we took last week and it’s not working.… https://t.co/YZa5EImbDt,@British_Airways hi I’m trying to add Avios to my mums account for flights we took last week and it’s not working.… https://t.co/YZa5EImbDt,in-flight experience
RT @EtihadAirways: A new adventure is taking flight. Where will yours be? #Etihad787 https://t.co/gTR0xqbJdl,RT @EtihadAirways: A new adventure is taking flight. Where will yours be? #Etihad787 https://t.co/gTR0xqbJdl,in-flight experience
"Ryanair Boeing 737NG 800/W (EI-GDR, #4CA898) as flight #RYR7PU at 38000 ft heading north west bound OTT south west of #RyanHQ","Ryanair Boeing 737NG 800/W (EI-GDR, #4CA898) as flight #RYR7PU at 38000 ft heading north west bound OTT south west of #RyanHQ",in-flight experience
@Ryanair hello I booked a flight from Marseille to London tomorrow. How can i be reimbursed because I had an accide… https://t.co/SyUz96N2E8,@Ryanair hello I booked a flight from Marseille to London tomorrow. How can i be reimbursed because I had an accide… https://t.co/SyUz96N2E8,booking problems
@British_Airways so apparently your answer to not paying compensation for your delayed flights is by saying the del… https://t.co/dhmXBXplQ9,@British_Airways so apparently your answer to not paying compensation for your delayed flights is by saying the del… https://t.co/dhmXBXplQ9,flight delays and cancellations
"Ryanair Boeing 737NG 8AS/W (EI-ESS, #4CA97A) as flight #RYR263 at 34100 ft heading south bound OTT north of #RyanHQ","Ryanair Boeing 737NG 8AS/W (EI-ESS, #4CA97A) as flight #RYR263 at 34100 ft heading south bound OTT north of #RyanHQ",in-flight experience
"@KevynLemaitre Hi, may we have DM  the booking reference number to check?Meri https://t.co/lJbiiehJxU","@KevynLemaitre Hi, may we have DM  the booking reference number to check?Meri https://t.co/lJbiiehJxU",booking problems
"Hey @AmericanAir thanks for this status challenge offer. I signed up for it on time, am on pace to hit the levels,… https://t.co/1qxAAFOtuj","Hey @AmericanAir thanks for this status challenge offer. I signed up for it on time, am on pace to hit the levels,… https://t.co/1qxAAFOtuj",promotion and offer issues
"Great news if you're thinking of spending this Eid with loved ones in Pakistan, as @British_Airways flights London… https://t.co/ar2K9zo9zX","Great news if you're thinking of spending this Eid with loved ones in Pakistan, as @British_Airways flights London… https://t.co/ar2K9zo9zX",in-flight experience
@LaRocca81 @massimo_san @stanzaselvaggia No qui è roba di Ryanair che  per risparmiare fa approssimazione su tutto,"@LaRocca81 @massimo_san @stanzaselvaggia No, this is Ryanair stuff which, to save money, makes approximations on everything",refund complaints
@AmericanAir  southwest canceled my wife’s and my flight yesterday and today to Richmond. Now I’m missing my daught… https://t.co/pivm8HbkIB,@AmericanAir  southwest canceled my wife’s and my flight yesterday and today to Richmond. Now I’m missing my daught… https://t.co/pivm8HbkIB,flight delays and cancellations
RT @asemota: Why are the @British_Airways planes going to Accra filthy and old? This is a waste of money. https://t.co/PPBIzkbCUO,RT @asemota: Why are the @British_Airways planes going to Accra filthy and old? This is a waste of money. https://t.co/PPBIzkbCUO,refund complaints
"Ryanair Boeing 737NG 8AS/W (EI-DHC, #4CA258) as flight #RYR21TX at 6700 ft heading west bound OTT #RyanHQ","Ryanair Boeing 737NG 8AS/W (EI-DHC, #4CA258) as flight #RYR21TX at 6700 ft heading west bound OTT #RyanHQ",in-flight experience
@WDamh1 @Flight_Refunds @theairhelper @British_Airways The amount of EU compensation payable is dependent on the le… https://t.co/ChG5BJGZfL,@WDamh1 @Flight_Refunds @theairhelper @British_Airways The amount of EU compensation payable is dependent on the le… https://t.co/ChG5BJGZfL,in-flight experience
RT @raisinganchor: A billboard at London Piccadilly Circus is programmed to show a virtual boy standing up and pointing at actual @British_…,RT @raisinganchor: A billboard at London Piccadilly Circus is programmed to show a virtual boy standing up and pointing at actual @British_…,seating and boarding challenges
@KLM willekeurig beleid bij inchecken. Wij geen trolly mee en andere passagiers wel. Beleid niet eenduidig KLM...! https://t.co/dHEbnGliWj,"@KLM arbitrary policy at check-in. We do not take a trolley with us, but other passengers do. Policy not clear KLM...! https://t.co/dHEbnGliWj",check-in troubles
"@starkrings One of the best things is that @easyJet flights direct to Dorne aka @SevillaVuela from Bristol, just pu… https://t.co/stlgytkDRL","@starkrings One of the best things is that @easyJet flights direct to Dorne aka @SevillaVuela from Bristol, just pu… https://t.co/stlgytkDRL",in-flight experience
"#VNC vacature: #KLM sectiebestuurslid
 In september 2019 verloopt de statutaire zittingstermijn van Chris van  Elsw… https://t.co/aWlxqKdjX1","#VNC vacancy: #KLM section board member
 Chris van Elsw's statutory term of office expires in September 2019… https://t.co/aWlxqKdjX1",seating and boarding challenges
RT @WDamh1: @British_Airways so apparently your answer to not paying compensation for your delayed flights is by saying the delay times wer…,RT @WDamh1: @British_Airways so apparently your answer to not paying compensation for your delayed flights is by saying the delay times wer…,flight delays and cancellations
"Ryanair Boeing 737-8AS (SP.RSE, #48C224) as flight #RYR3038 at 37000 ft OTT south east of #RyanHQ","Ryanair Boeing 737-8AS (SP.RSE, #48C224) as flight #RYR3038 at 37000 ft OTT south east of #RyanHQ",in-flight experience
@ankasi78 The counter opens at 4am and luggage has to be dropped off 45 minutes before departure. /Nes,@ankasi78 The counter opens at 4am and luggage has to be dropped off 45 minutes before departure. /Nes,lost luggage
RT @FlightSimosim: @WDamh1 @Flight_Refunds @theairhelper @British_Airways The amount of EU compensation payable is dependent on the length…,RT @FlightSimosim: @WDamh1 @Flight_Refunds @theairhelper @British_Airways The amount of EU compensation payable is dependent on the length…,in-flight experience
"#News EasyJet Reducing Flights, British Airways And Wizz Air To Increase Flights To Iceland https://t.co/OE3vKckC8M #Iceland","#News EasyJet Reducing Flights, British Airways And Wizz Air To Increase Flights To Iceland https://t.co/OE3vKckC8M #Iceland",in-flight experience
RT @Gaia_Mai_: Alla luce delle vicende del tizio sul volo Ryanair e della mia ansia da adesso in poi quando prenderò un aereo chiederò al m…,RT @Gaia_Mai_: In light of the events of the guy on the Ryanair flight and my anxiety from now on when I take a plane I will ask the m…,in-flight experience
RT @asemota: Why are the @British_Airways planes going to Accra filthy and old? This is a waste of money. https://t.co/PPBIzkbCUO,RT @asemota: Why are the @British_Airways planes going to Accra filthy and old? This is a waste of money. https://t.co/PPBIzkbCUO,refund complaints
.@KLM has confirmed their launch of flights between @Schiphol and @BLRAirport https://t.co/FZ4VzAOhXJ,.@KLM has confirmed their launch of flights between @Schiphol and @BLRAirport https://t.co/FZ4VzAOhXJ,in-flight experience
RT @LiveFromALounge: .@KLM has confirmed their launch of flights between @Schiphol and @BLRAirport https://t.co/FZ4VzAOhXJ,RT @LiveFromALounge: .@KLM has confirmed their launch of flights between @Schiphol and @BLRAirport https://t.co/FZ4VzAOhXJ,in-flight experience
"It's official. KLM starts  AMS-BLR from 28th Oct 19
The flight schedule:
Departs AMS at 11:05 a.m. Arrives BLR at 0… https://t.co/RmBtas4mFt","It's official. KLM starts  AMS-BLR from 28th Oct 19
The flight schedule:
Departs AMS at 11:05 a.m. Arrives BLR at 0… https://t.co/RmBtas4mFt",in-flight experience
"Ryanair Boeing 737NG 800/W (EI-FZO, #4CAB74) as flight #RYR7VB at 35000 ft OTT north east of #RyanHQ","Ryanair Boeing 737NG 800/W (EI-FZO, #4CAB74) as flight #RYR7VB at 35000 ft OTT north east of #RyanHQ",in-flight experience
The #wingview from my flight with @lufthansa from @frankfurtairport to @heathrow_airport last month! The trip repor… https://t.co/NqrXJMhvpK,The #wingview from my flight with @lufthansa from @frankfurtairport to @heathrow_airport last month! The trip repor… https://t.co/NqrXJMhvpK,in-flight experience
"@FilleaSneakers Bonjour, merci pour votre message😊. Il n'y a pas de restrictions de poids pour nos bagages en cabin… https://t.co/I3mV03SsOI","@FilleaSneakers Hello, thank you for your message😊. There are no weight restrictions for our cabin baggage… https://t.co/I3mV03SsOI",baggage issues
"@EtihadAirways @BernardoCSilva @ManCity Never choose Etihad, worst customer service and worst experience ever, just a nightmare","@EtihadAirways @BernardoCSilva @ManCity Never choose Etihad, worst customer service and worst experience ever, just a nightmare",customer service complaints
@americanair cancels my flight due to “weather” excuse so they don’t have to compensate me only to move me to anoth… https://t.co/zDfH0feENA,@americanair cancels my flight due to “weather” excuse so they don’t have to compensate me only to move me to anoth… https://t.co/zDfH0feENA,flight delays and cancellations
RT @JeremyBrookman2: The #wingview from my flight with @lufthansa from @frankfurtairport to @heathrow_airport last month! The trip report c…,RT @JeremyBrookman2: The #wingview from my flight with @lufthansa from @frankfurtairport to @heathrow_airport last month! The trip report c…,in-flight experience
@easyJet Donc la valise cabine peut importe son poids c’est bon ? 😍✈️,@easyJet So the cabin suitcase regardless of its weight is it good? 😍✈️,baggage issues
"@ukonphil Hi Phil, I'm sorry to hear this. I can imagine how frustrating this must've been, especially so close to… https://t.co/hBePb2iRDw","@ukonphil Hi Phil, I'm sorry to hear this. I can imagine how frustrating this must've been, especially so close to… https://t.co/hBePb2iRDw",special assistance requests
"So @easyJet blame @manairport. 
@manairport airport blame @easyJet. Absolute joke! #manchesterfuel #delays… https://t.co/Wjkz2V4tMT","So @easyJet blame @manairport. 
@manairport airport blame @easyJet. Absolute joke! #manchesterfuel #delays… https://t.co/Wjkz2V4tMT",flight delays and cancellations
"RT @renoomokri: Happening Now: Flying to Scandinavia on @British_Airways, and not only are Nollywood movies among the onboard movie options…","RT @renoomokri: Happening Now: Flying to Scandinavia on @British_Airways, and not only are Nollywood movies among the onboard movie options…",seating and boarding challenges
"RT @renoomokri: Happening Now: Flying to Scandinavia on @British_Airways, and not only are Nollywood movies among the onboard movie options…","RT @renoomokri: Happening Now: Flying to Scandinavia on @British_Airways, and not only are Nollywood movies among the onboard movie options…",seating and boarding challenges
"And another delayed flight by @KLM 

The saga continues.. 🤦🏻‍♂️🤦🏻‍♂️","And another delayed flight by @KLM 

The saga continues.. 🤦🏻‍♂️🤦🏻‍♂️",flight delays and cancellations
The latest Know easyJet! https://t.co/XwH1XA7hV3 Thanks to @gerardmush @Traveling2Hobby @ICASaccounting #moneynews #googlealerts,The latest Know easyJet! https://t.co/XwH1XA7hV3 Thanks to @gerardmush @Traveling2Hobby @ICASaccounting #moneynews #googlealerts,refund complaints
"RT @renoomokri: Happening Now: Flying to Scandinavia on @British_Airways, and not only are Nollywood movies among the onboard movie options…","RT @renoomokri: Happening Now: Flying to Scandinavia on @British_Airways, and not only are Nollywood movies among the onboard movie options…",seating and boarding challenges
Hey @easyJet Wondering if I were to purchase Krispy kremes - would I be able to bring them as my hand luggage/with… https://t.co/XAUiZ31p4w,Hey @easyJet Wondering if I were to purchase Krispy kremes - would I be able to bring them as my hand luggage/with… https://t.co/XAUiZ31p4w,lost luggage
RT @raisinganchor: A billboard at London Piccadilly Circus is programmed to show a virtual boy standing up and pointing at actual @British_…,RT @raisinganchor: A billboard at London Piccadilly Circus is programmed to show a virtual boy standing up and pointing at actual @British_…,seating and boarding challenges
"Ryanair Boeing 737NG 8AS/W (EI-FIM, #4CA53E) as flight #RYR77AG at 37000 ft heading south east bound OTT north east of #RyanHQ","Ryanair Boeing 737NG 8AS/W (EI-FIM, #4CA53E) as flight #RYR77AG at 37000 ft heading south east bound OTT north east of #RyanHQ",in-flight experience
"RT @SoundRush_: And another delayed flight by @KLM 

The saga continues.. 🤦🏻‍♂️🤦🏻‍♂️","RT @SoundRush_: And another delayed flight by @KLM 

The saga continues.. 🤦🏻‍♂️🤦🏻‍♂️",flight delays and cancellations
"So I’m sick n tired of lazy ass @easyJet cabin crew, 3rd flight this week where they cannot be bothered to sell thi… https://t.co/0ptNNRMppG","So I’m sick n tired of lazy ass @easyJet cabin crew, 3rd flight this week where they cannot be bothered to sell thi… https://t.co/0ptNNRMppG",in-flight experience
"@AberdeenEpi We have 6/7 flights a day, Gary! Prices are subject to availability so if you're looking to book for t… https://t.co/fGHYPjbAP2","@AberdeenEpi We have 6/7 flights a day, Gary! Prices are subject to availability so if you're looking to book for t… https://t.co/fGHYPjbAP2",booking problems
"Ryanair Boeing 737NG 8AS/W (EI-ENE, #4CA891) as flight #RYR65NE at 36000 ft heading west bound OTT north of #RyanHQ","Ryanair Boeing 737NG 8AS/W (EI-ENE, #4CA891) as flight #RYR65NE at 36000 ft heading west bound OTT north of #RyanHQ",in-flight experience
"RT @AFnewsroom: Ce week-end est arrivé notre 9e #Boeing787 ! 
La modernisation de la flotte #AirFrance continue : nouveaux sièges, hublots…","RT @AFnewsroom: This weekend brought our 9th #Boeing787! 
The modernization of the #AirFrance fleet continues: new seats, windows, etc.",seating and boarding challenges
"@AmericanAir with my delay, if I miss my connection (highly likely) and I have to sit for 6 hours in the next airpo… https://t.co/N3MVzddx0n","@AmericanAir with my delay, if I miss my connection (highly likely) and I have to sit for 6 hours in the next airpo… https://t.co/N3MVzddx0n",flight delays and cancellations
"@molant @AmericanAir We can double check this for you if you like, Anton?  Send us a DM with more information if yo… https://t.co/KQhPFUizkr","@molant @AmericanAir We can double check this for you if you like, Anton?  Send us a DM with more information if yo… https://t.co/KQhPFUizkr",flight information requests
"Get the #PadrinoExperience at the Lagos Treasure Hunt with @ElPadrinoNG 

Head on to our Instagram for more info!… https://t.co/YWpzoRApQb","Get the #PadrinoExperience at the Lagos Treasure Hunt with @ElPadrinoNG 

Head on to our Instagram for more info!… https://t.co/YWpzoRApQb",in-flight experience
"RT @renoomokri: Happening Now: Flying to Scandinavia on @British_Airways, and not only are Nollywood movies among the onboard movie options…","RT @renoomokri: Happening Now: Flying to Scandinavia on @British_Airways, and not only are Nollywood movies among the onboard movie options…",seating and boarding challenges
"ITS OFFICIAL!
KLM launches 3 weekly flights(Mon,Wed &amp; Fri) from Amsterdam to Bengaluru from 28th October 2019 using… https://t.co/JhOkBjtWBN","ITS OFFICIAL!
KLM launches 3 weekly flights(Mon,Wed &amp; Fri) from Amsterdam to Bengaluru from 28th October 2019 using… https://t.co/JhOkBjtWBN",in-flight experience
"Get the #PadrinoExperience at the Lagos Treasure Hunt with @ElPadrinoNG 

Head on to our Instagram for more info!… https://t.co/QxaWVihqTE","Get the #PadrinoExperience at the Lagos Treasure Hunt with @ElPadrinoNG 

Head on to our Instagram for more info!… https://t.co/QxaWVihqTE",in-flight experience
"RT @LostInLagos: Get the #PadrinoExperience at the Lagos Treasure Hunt with @ElPadrinoNG 

Head on to our Instagram for more info! 
Powered…","RT @LostInLagos: Get the #PadrinoExperience at the Lagos Treasure Hunt with @ElPadrinoNG 

Head on to our Instagram for more info! 
Powered…",in-flight experience
So @EtihadAirways changes my flight by 40 minutes causing me to miss a connection and wants to charge me more to ch… https://t.co/T4E8DRsssH,So @EtihadAirways changes my flight by 40 minutes causing me to miss a connection and wants to charge me more to ch… https://t.co/T4E8DRsssH,in-flight experience
That’s cool but what about my money for my cancelled flight on Sunday? Or the fact I had to miss an exam because of… https://t.co/TGZ1EpCo3H,That’s cool but what about my money for my cancelled flight on Sunday? Or the fact I had to miss an exam because of… https://t.co/TGZ1EpCo3H,flight delays and cancellations
"Lufthansa Technik licenses ​Iacobucci for VIP seating 
    The new »chair« ​fully functional seat design is availab… https://t.co/eCOZG8naWz","Lufthansa Technik licenses ​Iacobucci for VIP seating 
    The new »chair« ​fully functional seat design is availab… https://t.co/eCOZG8naWz",seating and boarding challenges
"Was dreading all the travelling today, but the staff on my @EtihadAirways flight from Manchester to AbuDhabi have b… https://t.co/aoDwTpSLsj","Was dreading all the travelling today, but the staff on my @EtihadAirways flight from Manchester to AbuDhabi have b… https://t.co/aoDwTpSLsj",in-flight experience
"RT @DROAirport: Seasonal Saturday service to @fly2ohare on @AmericanAir and @united, @iah on @united, and @flyLAXairport on @AmericanAir be…","RT @DROAirport: Seasonal Saturday service to @fly2ohare on @AmericanAir and @united, @iah on @united, and @flyLAXairport on @AmericanAir be…",customer service complaints
"RT @dactersab: Me as a  parent 👨‍⚕️:

“Dad paise chahyen , KLM 
khareedni hei.”

 •Chitter comes•

*Chal bay BD parha kar*","RT @dactersab: Me as a parent 👨‍⚕️:

“Dad I want money, I have to buy KLM.”

•Chitter comes•

*Chal bay BD parha kar*",refund complaints
"RT @Vinamralongani: It's official. KLM starts  AMS-BLR from 28th Oct 19
The flight schedule:
Departs AMS at 11:05 a.m. Arrives BLR at 00:50…","RT @Vinamralongani: It's official. KLM starts  AMS-BLR from 28th Oct 19
The flight schedule:
Departs AMS at 11:05 a.m. Arrives BLR at 00:50…",in-flight experience
That’s cool but what about my money back for my cancelled flight on Sunday? The flight that’s cost me to miss my ex… https://t.co/98TUmkrnLG,That’s cool but what about my money back for my cancelled flight on Sunday? The flight that’s cost me to miss my ex… https://t.co/98TUmkrnLG,flight delays and cancellations
"RT @SoundRush_: And another delayed flight by @KLM 

The saga continues.. 🤦🏻‍♂️🤦🏻‍♂️","RT @SoundRush_: And another delayed flight by @KLM 

The saga continues.. 🤦🏻‍♂️🤦🏻‍♂️",flight delays and cancellations
"RT @KLM_JP: 【ワールドビジネスクラス　セール！】
ヨーロッパ往復　6,7月発　35万円～、8月発　39,7万円～*

KLMオランダ航空の快適なワールドビジネスクラスで、ベストシーズンのヨーロッパへ！
*別途諸税、燃油代

ご予約はこちらから　https://t.c…","RT @KLM_JP: [World Business Class Sale!]

Europe round trip from 350,000 yen for June and July departures, 397,000 yen for August departures*

Fly to Europe in the best season in KLM's comfortable World Business Class!

*Taxes and fuel costs not included

Book here https://t.c…",booking problems
@Stoneystiller Ryanair seat sales have gone too far,@Stoneystiller Ryanair seat sales have gone too far,seating and boarding challenges
"@AmericanAir very disappointed with the customer service rep I spoke a few mins ago, unprofessional and rude attitu… https://t.co/3kOlFMwXTp","@AmericanAir very disappointed with the customer service rep I spoke a few mins ago, unprofessional and rude attitu… https://t.co/3kOlFMwXTp",customer service complaints
Over 1.2 minuut vliegt #KLM vlucht KLM1417 richting het zuiden op een hoogte van 3.7km met 650km/h over #Barendrecht.,"In 1.2 minutes, #KLM flight KLM1417 will fly south at an altitude of 3.7km at 650km/h over #Barendrecht.",in-flight experience
"RT @renoomokri: Happening Now: Flying to Scandinavia on @British_Airways, and not only are Nollywood movies among the onboard movie options…","RT @renoomokri: Happening Now: Flying to Scandinavia on @British_Airways, and not only are Nollywood movies among the onboard movie options…",seating and boarding challenges
@SoundRush_ @KLM @DJsComplaining 😂,@SoundRush_ @KLM @DJsComplaining 😂,customer service complaints
@Kikiminajxxx @easyJet Contact there management in Corp file a complaint,@Kikiminajxxx @easyJet Contact there management in Corp file a complaint,customer service complaints
A9.  Check out British Airways Holidays offers at https://t.co/nzGkxnukNK @British_Airways #LoveCaribbean,A9.  Check out British Airways Holidays offers at https://t.co/nzGkxnukNK @British_Airways #LoveCaribbean,promotion and offer issues
"@lufthansa Perfect, thank you very much for the information.","@lufthansa Perfect, thank you very much for the information.",flight information requests
"RT @SoundRush_: And another delayed flight by @KLM 

The saga continues.. 🤦🏻‍♂️🤦🏻‍♂️","RT @SoundRush_: And another delayed flight by @KLM 

The saga continues.. 🤦🏻‍♂️🤦🏻‍♂️",flight delays and cancellations
@pedaalemre @KLM @DJsComplaining Always fun to cancel important meetings because of the delays from KLM,@pedaalemre @KLM @DJsComplaining Always fun to cancel important meetings because of the delays from KLM,flight delays and cancellations
"@matsenne mas na vdd não funcionou isso, a promessa era abaixar o preço da passagem e fazer você pagar pela bagagem… https://t.co/XwNKemYvqo","@matsenne but in reality that didn't work, the promise was to lower the ticket price and make you pay for your luggage… https://t.co/XwNKemYvqo",lost luggage
So @British_Airways left bags for at least a dozen people behind for our flight from London to Florence. Now they a… https://t.co/WItSAcEreG,So @British_Airways left bags for at least a dozen people behind for our flight from London to Florence. Now they a… https://t.co/WItSAcEreG,in-flight experience
@Skyscanner It’s just the latest trick in the book. Now @KLM is doing it too. -_-,@Skyscanner It’s just the latest trick in the book. Now @KLM is doing it too. -_-,booking problems
"RT @sandeeprrao1991: ITS OFFICIAL!
KLM launches 3 weekly flights(Mon,Wed &amp; Fri) from Amsterdam to Bengaluru from 28th October 2019 using Bo…","RT @sandeeprrao1991: ITS OFFICIAL!
KLM launches 3 weekly flights(Mon,Wed &amp; Fri) from Amsterdam to Bengaluru from 28th October 2019 using Bo…",in-flight experience
RT @10MBounty: Mohamed_Bin_Zayed's photograph is now decorated with $10M Bounty offered for his capture! Take Up @NRIChallenge! Enforce @UA…,RT @10MBounty: Mohamed_Bin_Zayed's photograph is now decorated with $10M Bounty offered for his capture! Take Up @NRIChallenge! Enforce @UA…,promotion and offer issues
"And it’s the usual @easyJet boarding debacle. Screens say #boarding. Here’s a plane at our gate. Except, ours is st… https://t.co/XE7yPfKpsg","And it’s the usual @easyJet boarding debacle. Screens say #boarding. Here’s a plane at our gate. Except, ours is st… https://t.co/XE7yPfKpsg",seating and boarding challenges
"@KLM KL1431 delayed due to ""Late arrival of the catering"" That is a new excuse of the day! At least it isn't ""Low c… https://t.co/iAm8Kn6O3r","@KLM KL1431 delayed due to ""Late arrival of the catering"" That is a new excuse of the day! At least it isn't ""Low c… https://t.co/iAm8Kn6O3r",flight delays and cancellations
Ryanair Flash Sale: Oneway flights as cheap as €4.99 https://t.co/8pcsWU67ny,Ryanair Flash Sale: Oneway flights as cheap as €4.99 https://t.co/8pcsWU67ny,in-flight experience
"@British_Airways just wandered what BA response is to the reported food poisoning issues.?
Has been reported in nat… https://t.co/wnXax6CLqQ","@British_Airways just wandered what BA response is to the reported food poisoning issues.?
Has been reported in nat… https://t.co/wnXax6CLqQ",food and beverage complaints
"Ryanair Boeing 737NG 8AS/W (EI-EBS, #4CA73B) as flight #RYR9QM at 38000 ft heading north west bound OTT south west of #RyanHQ","Ryanair Boeing 737NG 8AS/W (EI-EBS, #4CA73B) as flight #RYR9QM at 38000 ft heading north west bound OTT south west of #RyanHQ",in-flight experience
@British_Airways I am going to fight you on this price match! Wow I wish I booked @SingaporeAir now 😭😭😭😭,@British_Airways I am going to fight you on this price match! Wow I wish I booked @SingaporeAir now 😭😭😭😭,booking problems
"Ryanair Boeing 737NG 800/W (EI-GJE, #4CACAE) as flight #RYR50SW at 38000 ft heading north west bound OTT south east of #RyanHQ","Ryanair Boeing 737NG 800/W (EI-GJE, #4CACAE) as flight #RYR50SW at 38000 ft heading north west bound OTT south east of #RyanHQ",in-flight experience
Op dit moment vliegt #AirFrance vlucht AFR1337 richting het zuid-westen op een hoogte van 3.7km over #Barendrecht.,"Currently, #AirFrance flight AFR1337 is flying south-west at an altitude of 3.7km over #Barendrecht.",in-flight experience
"@SoundRush_ @KLM @DJsComplaining I can understand guys, especially when you fly a lot it is  very frustrating","@SoundRush_ @KLM @DJsComplaining I can understand guys, especially when you fly a lot it is  very frustrating",customer service complaints
"I am annoyed, americanair planes have maintenance issues too often on my flights. but I’m also impressed. We have n… https://t.co/2FIfHIUNGU","I am annoyed, americanair planes have maintenance issues too often on my flights. but I’m also impressed. We have n… https://t.co/2FIfHIUNGU",in-flight experience
Hi @AmericanAir why was AA1951 from Philadelphia to Indy cancelled?,Hi @AmericanAir why was AA1951 from Philadelphia to Indy cancelled?,flight delays and cancellations
"@ankasi78 Anytime, Anja, enjoy the flight! /Nes","@ankasi78 Anytime, Anja, enjoy the flight! /Nes",in-flight experience
"""Conteúdo patrocinado""?

Escapadinha de fim de semana? Aproveite. Ryanair com voos a partir de 3,99 euros https://t.co/J5dLckvqju","""Sponsored content""?

Weekend getaway? Enjoy. Ryanair with flights from 3.99 euros https://t.co/J5dLckvqju",in-flight experience
Hey @AmericanAir - tried to pay to upgrade to first on flight from DFW to ELP multiple times. Wanted the space to g… https://t.co/74tEByzyHW,Hey @AmericanAir - tried to pay to upgrade to first on flight from DFW to ELP multiple times. Wanted the space to g… https://t.co/74tEByzyHW,in-flight experience
Concern for cricket legend Michael Slater after he was kicked off Qantas flight https://t.co/44QcycDWQu :Auto pickup by wikyou,Concern for cricket legend Michael Slater after he was kicked off Qantas flight https://t.co/44QcycDWQu :Auto pickup by wikyou,in-flight experience
"Offering up to @10mBounty for the capture of @MohamedBinZayed, the @UAEFugitive!

[#2019india #ElectionResult… https://t.co/jedk8nE8Lq","Offering up to @10mBounty for the capture of @MohamedBinZayed, the @UAEFugitive!

[#2019india #ElectionResult… https://t.co/jedk8nE8Lq",promotion and offer issues
RT @10MBounty: Mohamed_Bin_Zayed's photograph is now decorated with $10M Bounty offered for his capture! Take Up @NRIChallenge! Enforce @UA…,RT @10MBounty: Mohamed_Bin_Zayed's photograph is now decorated with $10M Bounty offered for his capture! Take Up @NRIChallenge! Enforce @UA…,promotion and offer issues
"Bingo! 9-daagse zonvakantie naar Bonaire in juni voor maar €513 met verblijf, vluchten van KLM en transfers!… https://t.co/50L8f0yMLw","Bingo! 9-day sun holiday to Bonaire in June for only €513 with accommodation, KLM flights and transfers!… https://t.co/50L8f0yMLw",in-flight experience
Its pretty crappy that @easyjet won't let you book special assistance when purchasing through the app. I guess peop… https://t.co/LlACVS7tyG,Its pretty crappy that @easyjet won't let you book special assistance when purchasing through the app. I guess peop… https://t.co/LlACVS7tyG,booking problems
"Offering up to @10mBounty for the capture of @MohamedBinZayed, the @UAEFugitive!

[#2019india #ElectionResult… https://t.co/1m4d8xerOT","Offering up to @10mBounty for the capture of @MohamedBinZayed, the @UAEFugitive!

[#2019india #ElectionResult… https://t.co/1m4d8xerOT",promotion and offer issues
